title,description,price,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne.,2090.0,3.0,72.0,Dörflistrasse 18,8048,Zürich,47.381017,8.493207,Privat
Renovierte 2-Zimmer-Apartment in Horgen,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht.,1850.0,2.0,55.1,Badenerstrasse 106,8810,Horgen,47.256143,8.595875,Procimmo
Moderne 3-Zimmer-Mietwohnung in Thalwil,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.,2870.0,3.0,85.8,Heinrichstrasse 20,8800,Thalwil,47.289874,8.56386,Comparis
Moderne 4-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",3630.0,4.0,85.1,Aargauerstrasse 128,8002,Zürich,47.357296,8.537955,Privat
3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung.",4830.0,3.5,112.1,Limmatstrasse 40,8001,Zürich,47.372245,8.545427,Wincasa AG
Zentral gelegene 3.5-Zimmer-Mietwohnung – Wetzikon,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe.",2800.0,3.5,117.6,Badenerstrasse 127,8620,Wetzikon,47.318246,8.798254,Livit AG
Moderne 3.5-Zimmer-Mietwohnung in Wetzikon,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.,2220.0,3.5,77.4,Kirchgasse 57,8620,Wetzikon,47.328361,8.796233,Helvetia Immobilien
Zentral gelegene 3-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,3130.0,3.0,101.9,Limmatstrasse 101,8004,Zürich,47.37319,8.52829,UBS Real Estate
Geräumige 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar.,2400.0,3.0,72.6,Badenerstrasse 3,8005,Zürich,47.379395,8.527344,Livit AG
Moderne 4-Zimmer-Apartment in Kloten,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.",3570.0,4.0,133.3,Quellenstrasse 141,8302,Kloten,47.446446,8.585717,Procimmo
Zentral gelegene 2.5-Zimmer-Mietwohnung – Volketswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Ruhige Wohnlage im Quartier.,1600.0,2.5,62.1,Talstrasse 108,8604,Volketswil,47.383283,8.691194,Comparis
Helle 3-Zimmer-Mietwohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier.",2300.0,3.0,74.3,Mythenquai 26,8045,Zürich,47.364377,8.512804,Comparis
Schöne 3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.",2800.0,3.5,94.3,Josefstrasse 3,8048,Zürich,47.38162,8.490941,Livit AG
3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Balkon mit schöner Aussicht vorhanden.,2730.0,,91.8,Dörflistrasse 144,8064,Zürich,47.388794,8.493601,UBS Real Estate
Helle 5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden. Schöne Aussicht auf die Umgebung.,3750.0,5.0,113.4,Schaffhauserstrasse 116,8049,Zürich,47.40468,8.501205,Procimmo
Renovierte 4-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier.",3230.0,4.0,88.3,Weinbergstrasse 90,8005,Zürich,47.38578,8.515859,Livit AG
Furnished 3-room Mietwohnung in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar.,3080.0,3.0,86.6,Limmatstrasse 84,8046,Zürich,47.430394,8.514183,Livit AG
Geräumige 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne.,3350.0,4.0,115.9,Mutschellenstrasse 38,8051,Zürich,47.396133,8.573754,Procimmo
Helle 3.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden. Modernes Bad mit Dusche und Badewanne.,2990.0,3.5,77.9,Rämistrasse 21,8032,Zürich,47.367858,8.548814,Procimmo
Geräumige 2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ruhige Wohnlage im Quartier. Modernes Bad mit Dusche und Badewanne.,2100.0,2.5,53.0,Rosengartenstrasse 114,8008,Zürich,47.356761,8.561063,Homegate
Helle 2.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier.,3220.0,2.5,90.5,Regensbergstrasse 61,8002,Zürich,47.360289,8.538401,Procimmo
Schöne 2.5-Zimmer-Wohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,2190.0,2.5,65.4,Schaffhauserstrasse 25,8600,Dübendorf,,8.627758,Livit AG
Schöne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier.,2970.0,3.0,82.4,Albisriederstrasse 22,8057,Zürich,47.410238,8.541351,Comparis
Geräumige 2-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe.",2070.0,2.0,50.9,Militärstrasse 8,8004,Zürich,47.377024,8.528036,Livit AG
Voll möblierte 1-Zimmer-Mietwohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Carport kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive.",1830.0,1.0,34.2,Freiestrasse 35,8006,Zürich,47.391927,8.550386,Helvetia Immobilien
Renovierte 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden.,3480.0,3.5,96.0,Hohlstrasse 89,8004,Zürich,47.373749,8.528505,Wincasa AG
Möblierte Wohnung – Regensdorf,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden.",1890.0,2.5,54.2,Gloriastrasse 67,8105,Regensdorf,47.432736,8.477098,UBS Real Estate
Helle 4.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar.",3790.0,4.5,130.8,Bahnhofstrasse 126,8047,Zürich,47.389704,8.495432,Privat
Moderne 3.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier.",3060.0,3.5,106.7,Bahnhofstrasse 141,8064,Zürich,47.382811,8.491407,Procimmo
5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden.",3010.0,5.0,77.9,Jupiterstrasse 57,8048,Zürich,47.383414,8.484856,Livit AG
Möblierte 3-Zimmer-Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Parkplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.",3640.0,3.0,79.5,Rosengartenstrasse 106,8008,Zürich,47.359213,8.553482,UBS Real Estate
Möblierte Wohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.",2830.0,2.5,70.3,Rosengartenstrasse 126,8003,Zürich,47.368503,8.526757,Comparis
Moderne 3-Zimmer-Apartment in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Gute Anbindung an öffentliche Verkehrsmittel. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.,2210.0,3.0,83.6,Schaffhauserstrasse 73,8406,Winterthur,47.514495,8.741413,Homegate
Schöne 2.5-Zimmer-Apartment in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung.,2350.0,2.5,97.2,Zentralstrasse 56,8180,Bülach,,8.543991,Wincasa AG
Helle 1-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,1150.0,1.0,32.9,Forchstrasse 38,8064,Zürich,47.379883,8.491823,Comparis
Zentral gelegene 3-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.",2260.0,3.0,68.5,Aargauerstrasse 65,8057,Zürich,47.406793,8.550842,Homegate
Zentral gelegene 2.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Balkon mit schöner Aussicht vorhanden.,2440.0,2.5,71.7,Aargauerstrasse 118,8005,Zürich,47.387347,8.5317,Wincasa AG
Renovierte 4-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden.,2670.0,4.0,87.8,Militärstrasse 11,8600,Dübendorf,47.396787,8.60979,Privat
Voll möblierte 2.5-Zimmer-Mietwohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Frisch renoviert und neu gestrichen. Grosszügiger Keller inklusive.,2300.0,2.5,83.3,Neptunstrasse 14,8903,Birmensdorf,47.362898,8.431478,Wincasa AG
Renovierte 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar.,2210.0,3.0,62.8,Bahnhofstrasse 43,8047,Zürich,47.382776,8.499563,UBS Real Estate
Moderne 3-Zimmer-Wohnung in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar.,2360.0,3.0,78.8,Albisriederstrasse 96,8134,Adliswil,47.307929,8.523822,Wincasa AG
Geräumige 3-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.,2690.0,3.0,97.5,Birmensdorferstrasse 16,8304,Wallisellen,,8.596246,Privat
Möblierte Mietwohnung – Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Modernes Bad mit Dusche und Badewanne. Gute Anbindung an öffentliche Verkehrsmittel. Schöne Aussicht auf die Umgebung.,1540.0,1.0,,Badenerstrasse 143,8057,Zürich,47.405656,8.544967,Procimmo
2-Zimmer-Apartment in Uster,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position.",1650.0,2.0,52.4,Limmatstrasse 35,8610,Uster,47.350103,8.721178,UBS Real Estate
Renovierte 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe.,2920.0,3.0,92.9,Aargauerstrasse 146,8037,Zürich,47.394169,8.524168,Comparis
Schöne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,2750.0,3.5,93.1,Rämistrasse 136,8046,Zürich,47.425115,8.5045,Homegate
Renovierte 3.5-Zimmer-Wohnung in Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.,2450.0,3.5,84.0,Jupiterstrasse 48,8152,Opfikon,47.424732,8.577676,Procimmo
Schöne 4-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.,3020.0,4.0,100.9,Aargauerstrasse 135,8600,Dübendorf,47.393192,8.617811,Wincasa AG
Möblierte 3.5-Zimmer-Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.",3250.0,3.5,80.4,Gloriastrasse 83,8003,Zürich,47.368059,8.518655,Comparis
Schöne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,3400.0,3.5,121.7,Langstrasse 52,8051,Zürich,47.401953,8.575787,Procimmo
Geräumige 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,2330.0,3.5,77.3,Zentralstrasse 135,8064,Zürich,47.383467,8.493311,ImmoScout24
Furnished 3.5-room Mietwohnung in Pfäffikon ZH,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen.,2600.0,3.5,88.4,Bahnhofstrasse 54,8330,Pfäffikon ZH,47.37334,8.775527,Homegate
Schöne 3-Zimmer-Mietwohnung in Wädenswil,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht.,2070.0,3.0,68.6,Neptunstrasse 143,8820,Wädenswil,47.222704,8.677795,Livit AG
1-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Gute Anbindung an öffentliche Verkehrsmittel. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,1220.0,1.0,32.2,Rämistrasse 56,8045,Zürich,47.36365,8.508696,Privat
Renovierte 3.5-Zimmer-Mietwohnung in Pfäffikon ZH,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Frisch renoviert und neu gestrichen.",2320.0,3.5,93.3,Quellenstrasse 143,8330,Pfäffikon ZH,47.370287,8.782598,Wincasa AG
Moderne 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier.,3530.0,3.0,80.8,Mutschellenstrasse 110,8001,Zürich,47.382094,8.535392,Helvetia Immobilien
Renovierte 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen.,3390.0,3.5,114.9,Freiestrasse 91,8045,Zürich,47.362595,8.514593,Procimmo
Renovierte 2.5-Zimmer-Mietwohnung in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,1900.0,2.5,76.3,Badenerstrasse 62,8400,Winterthur,47.502288,8.729224,UBS Real Estate
Möblierte 4.5-Zimmer-Mietwohnung in Schlieren,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier.,3630.0,4.5,106.8,Kirchgasse 1,8952,Schlieren,47.395099,8.453429,Livit AG
Moderne 3.5-Zimmer-Wohnung in Uster,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",2710.0,3.5,92.7,Bahnhofstrasse 77,8610,Uster,47.347697,8.722129,Livit AG
Schöne 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden.,2270.0,3.0,74.3,Albisriederstrasse 25,8051,Zürich,47.397314,8.568916,Privat
2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht.,2130.0,2.5,65.0,Mythenquai 66,8051,Zürich,47.403753,8.565238,Wincasa AG
Zentral gelegene 2.5-Zimmer-Apartment – Wetzikon,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,1850.0,2.5,70.5,Josefstrasse 45,8620,Wetzikon,47.323329,8.800198,Livit AG
3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,2640.0,3.5,97.9,Langstrasse 148,8049,Zürich,47.397983,8.504383,ImmoScout24
Furnished 1-room Mietwohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar.",1260.0,1.0,35.8,Mythenquai 3,8047,Zürich,47.382785,8.502099,Comparis
Moderne 5.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar.,4200.0,,76.8,Badenerstrasse 129,8001,Zürich,47.378497,8.541103,Helvetia Immobilien
Möblierte Apartment – Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Ruhige Wohnlage im Quartier. Lift im Gebäude vorhanden.,2280.0,2.0,57.9,Forchstrasse 57,8006,Zürich,47.393646,8.551958,ImmoScout24
3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,3580.0,3.0,96.3,Josefstrasse 147,8008,Zürich,47.355673,8.561448,Procimmo
Renovierte 3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position.",2470.0,3.0,77.3,Regensbergstrasse 35,8045,Zürich,47.361582,8.507777,Helvetia Immobilien
Helle 3.5-Zimmer-Wohnung – Urdorf,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht.,2160.0,3.5,82.0,Bellerivestrasse 63,8902,Urdorf,47.379455,8.426566,ImmoScout24
Helle 4-Zimmer-Apartment – Pfäffikon ZH,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung.,2620.0,4.0,89.7,Gloriastrasse 109,8330,Pfäffikon ZH,47.372999,8.778255,Livit AG
Zentral gelegene 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.,2490.0,3.5,89.3,Militärstrasse 90,8051,Zürich,,8.570552,Homegate
Helle 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Garage kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung.,3280.0,3.5,74.2,Mythenquai 52,8002,Zürich,47.35871,8.533172,Privat
Helle 2.5-Zimmer-Wohnung – Birmensdorf,"Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung.",1940.0,2.5,64.1,Albisriederstrasse 74,8903,Birmensdorf,47.359327,8.424477,Wincasa AG
Voll möblierte 3-Zimmer-Wohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar.",2690.0,3.0,79.5,Talstrasse 138,8047,Zürich,47.391753,8.504305,Comparis
Geräumige 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,3930.0,3.5,114.4,Seestrasse 97,8005,Zürich,47.384367,8.526331,Privat
Geräumige 4-Zimmer-Apartment in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen.,3840.0,4.0,137.3,Rosengartenstrasse 14,8134,Adliswil,47.305199,8.526042,Livit AG
Helle 3.5-Zimmer-Wohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,2370.0,3.5,86.6,Neptunstrasse 28,8404,Winterthur,47.490721,8.727148,ImmoScout24
Renovierte 4.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,4730.0,4.5,105.3,Badenerstrasse 125,8001,Zürich,47.378012,8.536457,Helvetia Immobilien
Renovierte 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.,2730.0,3.0,83.9,Seestrasse 11,8037,Zürich,47.39278,8.526596,Homegate
Geräumige 5.5-Zimmer-Apartment in Schlieren,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position.",4640.0,5.5,169.5,Limmatstrasse 91,8952,Schlieren,47.398302,8.448067,Procimmo
