title,description,price_chf,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher,distance_to_zurich_center,furnished,parking,rooms_per_sqm
Schöne 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Balkon mit schöner Aussicht vorhanden.,3950.0,4.0,102.6,Limmatstrasse 148,8004,Zürich,47.374346,8.535243000000001,Helvetia Immobilien,0.56,0,1,0.038986354775828465
2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe.,1770.0,2.0,55.9,Gloriastrasse 66,8049,Zürich,47.400514,8.495542,ImmoScout24,4.36,0,0,0.03577817531305903
Moderne 4-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.,4020.0,4.0,108.2,Bahnhofstrasse 97,8004,Zürich,47.376684,8.529256,Procimmo,0.94,0,1,0.03696857670979667
Schöne 1.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen. Grosszügiger Keller inklusive. Gute Anbindung an öffentliche Verkehrsmittel.,1640.0,1.5,47.2,Dörflistrasse 67,8032,Zürich,47.36309,8.551983,Procimmo,1.72,0,0,0.03177966101694915
Renovierte 2-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Lift im Gebäude vorhanden.,1780.0,2.0,45.1,Josefstrasse 46,8005,Zürich,47.383736,8.522944,Procimmo,1.6,0,0,0.044345898004434586
Moderne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,2270.0,3.0,74.4,Regensbergstrasse 31,8064,Zürich,47.37938,8.496782,Procimmo,3.39,0,0,0.04032258064516129
Geräumige 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen.,2190.0,2.0,74.6,Heinrichstrasse 141,8047,Zürich,47.381992,8.50688,Homegate,2.68,0,1,0.02680965147453083
Schöne 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2440.0,3.5,87.2,Forchstrasse 10,8049,Zürich,47.393564,8.497273,Livit AG,3.82,0,0,0.04013761467889908
Schöne 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2810.0,3.5,74.5,Birmensdorferstrasse 45,8005,Zürich,47.383672,8.526954,Livit AG,1.34,0,0,0.04697986577181208
Voll möblierte 2-Zimmer-Mietwohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Garage kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung.,2170.0,2.0,64.1,Aargauerstrasse 9,8045,Zürich,47.366135,8.510344,Comparis,2.65,1,1,0.031201248049921998
Helle 3-Zimmer-Apartment – Birmensdorf,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,1860.0,3.0,66.0,Forchstrasse 71,8903,Birmensdorf,47.359312,8.420968,Homegate,9.3,0,0,0.045454545454545456
Helle 3-Zimmer-Mietwohnung – Kloten,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Lift im Gebäude vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden.,2200.0,3.0,78.3,Rämistrasse 24,8302,Kloten,47.455658,8.59056,Privat,9.5,0,0,0.03831417624521073
Renovierte 2-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht. Ruhige Lage, trotz stadtnaher Position.",2000.0,2.0,65.6,Aargauerstrasse 117,8064,Zürich,47.382166,8.497106,ImmoScout24,3.41,0,1,0.030487804878048783
Zentral gelegene 3.5-Zimmer-Wohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung.",2810.0,3.5,90.7,Bucheggstrasse 88,8049,Zürich,47.402934,8.492853,Procimmo,4.68,0,1,0.03858875413450937
Zentral gelegene 3.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung.,2920.0,3.5,77.7,Josefstrasse 63,8008,Zürich,47.361061,8.559676,ImmoScout24,2.22,0,0,0.04504504504504504
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne.,2090.0,3.0,72.0,Dörflistrasse 18,8048,Zürich,47.381017,8.493207,Privat,3.68,0,0,0.041666666666666664
Renovierte 2-Zimmer-Apartment in Horgen,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht.,1850.0,2.0,55.1,Badenerstrasse 106,8810,Horgen,47.256143,8.595875,Procimmo,14.03,0,1,0.036297640653357534
Moderne 3-Zimmer-Mietwohnung in Thalwil,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.,2870.0,3.0,85.8,Heinrichstrasse 20,8800,Thalwil,47.289874,8.56386,Comparis,9.82,0,0,0.03496503496503497
Moderne 4-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",3630.0,4.0,85.1,Aargauerstrasse 128,8002,Zürich,47.357296,8.537955,Privat,2.2,0,1,0.04700352526439483
3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung.",4830.0,3.5,112.1,Limmatstrasse 40,8001,Zürich,47.372245,8.545427,Wincasa AG,0.59,0,1,0.0312221231043711
Zentral gelegene 3.5-Zimmer-Mietwohnung – Wetzikon,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe.",2800.0,3.5,117.6,Badenerstrasse 127,8620,Wetzikon,47.318246,8.798254,Livit AG,20.4,0,0,0.029761904761904764
Moderne 3.5-Zimmer-Mietwohnung in Wetzikon,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.,2220.0,3.5,77.4,Kirchgasse 57,8620,Wetzikon,47.328361,8.796233,Helvetia Immobilien,19.92,0,0,0.04521963824289405
Zentral gelegene 3-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,3130.0,3.0,101.9,Limmatstrasse 101,8004,Zürich,47.37319,8.52829,UBS Real Estate,1.09,0,0,0.02944062806673209
Geräumige 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar.,2400.0,3.0,72.6,Badenerstrasse 3,8005,Zürich,47.379395,8.527344,Livit AG,1.12,0,0,0.04132231404958678
Moderne 4-Zimmer-Apartment in Kloten,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.",3570.0,4.0,133.3,Quellenstrasse 141,8302,Kloten,47.446446,8.585717,Procimmo,8.41,0,0,0.030007501875468863
Zentral gelegene 2.5-Zimmer-Mietwohnung – Volketswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Ruhige Wohnlage im Quartier.,1600.0,2.5,62.1,Talstrasse 108,8604,Volketswil,47.383283,8.691194,Comparis,11.28,0,0,0.040257648953301126
Helle 3-Zimmer-Mietwohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier.",2300.0,3.0,74.3,Mythenquai 26,8045,Zürich,47.364377,8.512804,Comparis,2.58,0,0,0.04037685060565276
Schöne 3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.",2800.0,3.5,94.3,Josefstrasse 3,8048,Zürich,47.38162,8.490941,Livit AG,3.86,0,0,0.03711558854718982
Helle 5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden. Schöne Aussicht auf die Umgebung.,3750.0,5.0,113.4,Schaffhauserstrasse 116,8049,Zürich,47.40468,8.501205,Procimmo,4.34,0,1,0.04409171075837742
Renovierte 4-Zimmer-Mietwohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier.",3230.0,4.0,88.3,Weinbergstrasse 90,8005,Zürich,47.38578,8.515859,Livit AG,2.18,0,0,0.04530011325028313
Furnished 3-room Mietwohnung in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar.,3080.0,3.0,86.6,Limmatstrasse 84,8046,Zürich,47.430394,8.514183,Livit AG,6.3,1,0,0.034642032332563515
Geräumige 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne.,3350.0,4.0,115.9,Mutschellenstrasse 38,8051,Zürich,47.396133,8.573754,Procimmo,3.22,0,1,0.03451251078515962
Helle 3.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden. Modernes Bad mit Dusche und Badewanne.,2990.0,3.5,77.9,Rämistrasse 21,8032,Zürich,47.367858,8.548814,Procimmo,1.14,0,0,0.044929396662387676
Geräumige 2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ruhige Wohnlage im Quartier. Modernes Bad mit Dusche und Badewanne.,2100.0,2.5,53.0,Rosengartenstrasse 114,8008,Zürich,47.356761,8.561063,Homegate,2.67,0,0,0.04716981132075472
Helle 2.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier.,3220.0,2.5,90.5,Regensbergstrasse 61,8002,Zürich,47.360289,8.538401,Procimmo,1.86,0,0,0.027624309392265192
Schöne 2.5-Zimmer-Wohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,2190.0,2.5,65.4,Schaffhauserstrasse 25,8600,Dübendorf,47.384790499999994,8.627758,Livit AG,6.54,0,1,0.0382262996941896
Schöne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier.,2970.0,3.0,82.4,Albisriederstrasse 22,8057,Zürich,47.410238,8.541351,Comparis,3.71,0,1,0.03640776699029126
Geräumige 2-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe.",2070.0,2.0,50.9,Militärstrasse 8,8004,Zürich,47.377024,8.528036,Livit AG,1.03,0,0,0.03929273084479371
Voll möblierte 1-Zimmer-Mietwohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Carport kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive.",1830.0,1.0,34.2,Freiestrasse 35,8006,Zürich,47.391927,8.550386,Helvetia Immobilien,1.79,1,1,0.029239766081871343
Renovierte 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden.,3480.0,3.5,96.0,Hohlstrasse 89,8004,Zürich,47.373749,8.528505,Wincasa AG,1.05,0,0,0.036458333333333336
Möblierte Wohnung – Regensdorf,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden.",1890.0,2.5,54.2,Gloriastrasse 67,8105,Regensdorf,47.432736,8.477098,UBS Real Estate,7.89,1,1,0.046125461254612546
Helle 4.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar.",3790.0,4.5,130.8,Bahnhofstrasse 126,8047,Zürich,47.389704,8.495432,Privat,3.76,0,0,0.03440366972477064
Moderne 3.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Wohnlage im Quartier.",3060.0,3.5,106.7,Bahnhofstrasse 141,8064,Zürich,47.382811,8.491407,Procimmo,3.84,0,0,0.03280224929709466
5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden.",3010.0,5.0,77.9,Jupiterstrasse 57,8048,Zürich,47.383414,8.484856,Livit AG,4.34,0,1,0.06418485237483953
Möblierte 3-Zimmer-Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Parkplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung.",3640.0,3.0,79.5,Rosengartenstrasse 106,8008,Zürich,47.359213,8.553482,UBS Real Estate,2.16,1,1,0.03773584905660377
Möblierte Wohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.",2830.0,2.5,70.3,Rosengartenstrasse 126,8003,Zürich,47.368503,8.526757,Comparis,1.46,1,0,0.03556187766714083
Moderne 3-Zimmer-Apartment in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Gute Anbindung an öffentliche Verkehrsmittel. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier.,2210.0,3.0,83.6,Schaffhauserstrasse 73,8406,Winterthur,47.514495,8.741413,Homegate,21.44,0,0,0.03588516746411483
Schöne 2.5-Zimmer-Apartment in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung.,2350.0,2.5,97.2,Zentralstrasse 56,8180,Bülach,47.384790499999994,8.543991,Wincasa AG,0.89,0,0,0.0257201646090535
Helle 1-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,1150.0,1.0,32.9,Forchstrasse 38,8064,Zürich,47.379883,8.491823,Comparis,3.77,0,0,0.030395136778115502
Zentral gelegene 3-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.",2260.0,3.0,68.5,Aargauerstrasse 65,8057,Zürich,47.406793,8.550842,Homegate,3.39,0,1,0.043795620437956206
Zentral gelegene 2.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Balkon mit schöner Aussicht vorhanden.,2440.0,2.5,71.7,Aargauerstrasse 118,8005,Zürich,47.387347,8.5317,Wincasa AG,1.38,0,0,0.03486750348675035
Renovierte 4-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden.,2670.0,4.0,87.8,Militärstrasse 11,8600,Dübendorf,47.396787,8.60979,Privat,5.58,0,0,0.04555808656036447
Voll möblierte 2.5-Zimmer-Mietwohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Frisch renoviert und neu gestrichen. Grosszügiger Keller inklusive.,2300.0,2.5,83.3,Neptunstrasse 14,8903,Birmensdorf,47.362898,8.431478,Wincasa AG,8.45,1,0,0.030012004801920768
Renovierte 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Einkaufsmöglichkeiten fussläufig erreichbar.,2210.0,3.0,62.8,Bahnhofstrasse 43,8047,Zürich,47.382776,8.499563,UBS Real Estate,3.24,0,1,0.04777070063694268
Moderne 3-Zimmer-Wohnung in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar.,2360.0,3.0,78.8,Albisriederstrasse 96,8134,Adliswil,47.307929,8.523822,Wincasa AG,7.79,0,0,0.03807106598984772
Geräumige 3-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.,2690.0,3.0,97.5,Birmensdorferstrasse 16,8304,Wallisellen,47.384790499999994,8.596246,Privat,4.2,0,1,0.03076923076923077
2-Zimmer-Apartment in Uster,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position.",1650.0,2.0,52.4,Limmatstrasse 35,8610,Uster,47.350103,8.721178,UBS Real Estate,13.84,0,0,0.03816793893129771
Renovierte 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe.,2920.0,3.0,92.9,Aargauerstrasse 146,8037,Zürich,47.394169,8.524168,Comparis,2.33,0,0,0.03229278794402583
Schöne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,2750.0,3.5,93.1,Rämistrasse 136,8046,Zürich,47.425115,8.5045,Homegate,6.05,0,0,0.03759398496240602
Renovierte 3.5-Zimmer-Wohnung in Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.,2450.0,3.5,84.0,Jupiterstrasse 48,8152,Opfikon,47.424732,8.577676,Procimmo,5.97,0,0,0.041666666666666664
Schöne 4-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.,3020.0,4.0,100.9,Aargauerstrasse 135,8600,Dübendorf,47.393192,8.617811,Wincasa AG,6.01,0,0,0.03964321110009911
Möblierte 3.5-Zimmer-Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.",3250.0,3.5,80.4,Gloriastrasse 83,8003,Zürich,47.368059,8.518655,Comparis,1.99,1,0,0.04353233830845771
Schöne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,3400.0,3.5,121.7,Langstrasse 52,8051,Zürich,47.401953,8.575787,Procimmo,3.79,0,0,0.02875924404272802
Geräumige 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,2330.0,3.5,77.3,Zentralstrasse 135,8064,Zürich,47.383467,8.493311,ImmoScout24,3.72,0,0,0.045278137128072445
Furnished 3.5-room Mietwohnung in Pfäffikon ZH,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen.,2600.0,3.5,88.4,Bahnhofstrasse 54,8330,Pfäffikon ZH,47.37334,8.775527,Homegate,17.61,1,0,0.03959276018099547
Schöne 3-Zimmer-Mietwohnung in Wädenswil,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung. Südausrichtung mit viel natürlichem Licht.,2070.0,3.0,68.6,Neptunstrasse 143,8820,Wädenswil,47.222704,8.677795,Livit AG,19.98,0,1,0.04373177842565598
1-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Gute Anbindung an öffentliche Verkehrsmittel. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe.,1220.0,1.0,32.2,Rämistrasse 56,8045,Zürich,47.36365,8.508696,Privat,2.89,0,1,0.03105590062111801
Renovierte 3.5-Zimmer-Mietwohnung in Pfäffikon ZH,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Frisch renoviert und neu gestrichen.",2320.0,3.5,93.3,Quellenstrasse 143,8330,Pfäffikon ZH,47.370287,8.782598,Wincasa AG,18.16,0,0,0.03751339764201501
Moderne 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier.,3530.0,3.0,80.8,Mutschellenstrasse 110,8001,Zürich,47.382094,8.535392,Helvetia Immobilien,0.75,0,0,0.03712871287128713
Renovierte 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen.,3390.0,3.5,114.9,Freiestrasse 91,8045,Zürich,47.362595,8.514593,Procimmo,2.59,0,0,0.030461270670147953
Renovierte 2.5-Zimmer-Mietwohnung in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,1900.0,2.5,76.3,Badenerstrasse 62,8400,Winterthur,47.502288,8.729224,UBS Real Estate,19.83,0,0,0.0327653997378768
Möblierte 4.5-Zimmer-Mietwohnung in Schlieren,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier.,3630.0,4.5,106.8,Kirchgasse 1,8952,Schlieren,47.395099,8.453429,Livit AG,6.95,1,1,0.042134831460674156
Moderne 3.5-Zimmer-Wohnung in Uster,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",2710.0,3.5,92.7,Bahnhofstrasse 77,8610,Uster,47.347697,8.722129,Livit AG,13.97,0,0,0.037756202804746494
